Station Name,Code,Line,Service(s),Ridership,Status,Region,CT District,County,City,MPO,RPTA,Address,Latitude,Longitude,Facility Owner,Platform Owner,Track Owner,Setting,Capitol Corridor,San Joaquins,Pacific Surfliner,Caltrain,ACE,SMART,Metrolink,COASTER,Amtrak Long Distance,Tracks,Island Platforms,Side Platforms,Track Crossing,Station ADA Accessibility,Accessible Platform,Shelter Type,Restrooms,Accessible Restrooms,Wifi,ATMs,Food,Real-Time Schedule,Ticket Machines,Staffed,Station Hours,Staffed Hours,Long Term Parking Spaces,Accessible Parking Spaces,Total Parking Spaces,Parking Owner,Class 1,Class 2,Class 3,Other,Total,Planned,Bike Rack Spaces,Bike Locker Spaces,Total Bike Parking,Sidewalks Present,Condition,Crosswalks,Connectivity,Future HSR,Commuter Service,Thruway Bus,Local Rail,Local Bus,Signal Priority/ITS,Link,Fare Transfer,Distance (Ft.) Between Rail Platform/Bus Stop,Population (.5 Miles),Population (1 Miles),Population (3 Miles),Jobs (.5 Miles),Jobs (1 Miles),Jobs (3 Miles),Jobs/Population Ratio (.5 Miles),Jobs/Population Ratio (1 Mile),Jobs/Population Ratio (3 Miles),CalEnviroScreen (Score),CalEnviroScreen (Percentile),Fatalities (Ped),Injuries (Ped),Fatalities (Bike),Injuries (Bike),Score,Category,Score,Category,Primary Land Use(s),TOD,Link,Intersections (1 Mile),Percentile,Intersections (3 Mile),Percentile,Population (1 Mile Catchment),Population (3 Mile Catchment),Jobs (1 Mile Catchment),Jobs (3 Mile Catchment),Population Index (1 Mile Catchment),Population Index (3 Mile Catchment),Jobs Index (1 Mile Catchment),Jobs Index (3 Mile Catchment),Station Website #1,Station Website #2,Station Website #3,Station Website #4,Great American Stations Website,Bike GIS Link,Active Transportation Plan
Fruitridge,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.525606,-121.480114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3868.314035,17371.25044,168264.0587,1012,4042,59116,0.26161268,0.232683307,0.351328742,35.35903789,0.67114094,,,,,76,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Grand / LATTC Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.033155,-118.269333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6822.733783,47684.57506,593135.2749,13080,48157,495850,1.917120089,1.00990729,0.835981303,52.83800206,0.91442953,,,,,76,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
McKee,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.37264794,-121.845477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8586.268515,40635.29624,257268.5259,2317,9373,50554,0.269849469,0.23066154,0.196502856,23.46745677,0.401006711,,,,,76,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Millbrae,,BART,BART,,Active,,4,San Mateo,Millbrae,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.6001941,-122.3868505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924.079949,17091.18108,85839.82181,4683,21933,70745,0.95104061,1.283293407,0.824151291,12.74924913,0.092281879,,,,,76,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Euclid Avenue,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"450 Euclid Avenue, San Diego, California United States",32.709845,-117.08504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,8863.434015,29419.94903,279746.4671,1267,4791,41177,0.142946853,0.162848685,0.147193995,33.2759883,0.629194631,,,,,76,Very Walkable,50,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Arleta,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.71245,-122.40254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13557.81044,34326.97875,249654.6567,1548,6886,62137,0.114177729,0.200600235,0.248891812,34.42548612,0.657718121,,,,,75,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.00292,-118.243303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13359.48259,43129.64532,402032.0901,1866,16559,184430,0.139676068,0.383935455,0.458744475,41.21497417,0.766778523,,,,,75,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Forest Hill,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.74803,-122.45914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8679.720876,42527.86448,568377.538,1212,13517,201058,0.139635827,0.317838673,0.353740228,5.831055267,0.006711409,,,,,74,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Fremont,,BART,BART,,Active,,4,Alameda,Fremont,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.55747443,-121.9766264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8767.14297,29976.80829,165694.5317,10918,19312,43107,1.245331579,0.644231361,0.260159461,16.37298162,0.19295302,,,,,74,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.31982806,-121.8901044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8234.280154,34569.98812,257389.0935,884,25945,150087,0.107356075,0.750506477,0.583113286,29.57040997,0.548657718,,,,,74,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.35201587,-121.9024343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5803.952555,21251.39371,229728.6364,21933,35273,223110,3.778976446,1.659797022,0.971189328,35.0120506,0.66442953,,,,,73,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center (MTS),,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,,32.716739,-117.162812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14765.2574,33907.97479,177770.1827,49156,77199,157109,3.329166481,2.276721051,0.883775882,29.7676227,0.555369128,,,,,73,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Hill/Contra Costa Centre,,BART,BART,,Active,,4,Contra Costa,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.9284418,-122.0559784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8395.396714,22978.92103,142544.9013,8321,17316,92959,0.991138392,0.753560186,0.652138373,11.13778497,0.065436242,,,,,73,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Museum Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.098243,-118.206712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7447.264365,31354.21435,270547.4546,754,2771,66678,0.101245231,0.088377274,0.246455839,37.15653883,0.694630872,,,,,73,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
College Greens,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.547042,-121.393303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2030.394048,7465.245833,111651.3696,1158,6689,73129,0.570332641,0.896018718,0.654976292,40.62012408,0.753355705,,,,,72,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Hayward (BART),,BART,BART,,Active,,4,Alameda,Hayward,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.66969738,-122.08696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8706.121169,34592.63671,231727.1451,4067,12109,59937,0.467142591,0.350045592,0.25865334,29.04295953,0.545302013,,,,,72,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Creek,,BART,BART,,Active,,4,Contra Costa,Walnut Creek,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.90581393,-122.0673294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.247619,17523.24314,108619.0231,14483,27610,79308,2.884342916,1.575621577,0.730148345,12.74897086,0.090604027,,,,,72,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
32nd and Commercial,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"3200 Commercial Street, San Diego, California United States",32.705389,-117.125115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10805.11955,38947.19893,234198.1062,1651,9784,127824,0.152797939,0.251211904,0.545794337,51.9019597,0.904362416,,,,,72,Very Walkable,48,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Coast Highway,,Sprinter,Sprinter,,Active,,11,San Diego,Oceanside,San Diego Association of Governments,San Diego Association of Governments,,33.1819,-117.3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4463.665172,14644.15963,69566.16267,1245,2857,30688,0.27891877,0.195094841,0.441134006,27.38800805,0.520134228,,,,,71,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Harborside,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"1325 South 28th Street, San Diego, California United States",32.692466,-117.133709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.592513,22055.0642,190670.7959,5385,11741,122407,0.997112814,0.532349391,0.641980852,37.98822623,0.711409396,,,,,71,Very Walkable,65,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Maravilla Station,,Metro,Metro,,Active,,7,Los Angeles,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,,34.033319,-118.16814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10001.35123,42409.20988,286304.1612,1199,13618,118611,0.119883801,0.321109496,0.414283186,51.84514394,0.902684564,,,,,70,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Montague,,VTA,VTA,,Active,,4,Santa Clara,Milpitas,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40894503,-121.8913653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362.808984,21897.65352,166976.2523,3154,19737,149763,0.588124621,0.90132945,0.896911974,24.29590421,0.42114094,,,,,70,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Oakridge,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.25322094,-121.8670319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003.753176,24091.86976,209803.7298,5208,12920,38783,1.040818725,0.536280502,0.18485372,16.88850786,0.216442953,,,,,70,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Washington Street,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"2136 West Washington Street San Diego, CA",32.741725,-117.183504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3326.57975,14325.92594,163842.9757,2952,10535,192713,0.887397935,0.735380041,1.176205444,11.95220553,0.082214765,,,,,70,Somewhat Walkable,62,Bikeable,,,,,,,,,,,,,,,,,,,,,,
East LA Civic Center Station,,Metro,Metro,,Active,,7,Los Angeles,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,,34.033364,-118.161206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.57684,40786.48734,281257.4752,6715,16614,111278,0.670589551,0.407340791,0.395644595,49.43799382,0.867449664,,,,,69,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,,VTA,VTA,,Active,,4,Santa Clara,Campbell,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.29406405,-121.9361668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6625.721292,27727.05588,240703.1537,10270,22342,99276,1.550019922,0.805783351,0.412441626,16.21693484,0.182885906,,,,,69,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Ardenwood,,,Capitol Corridor,,Planned,,4,Alameda,Fremont,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.551399,-122.054841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881.634398,16114.97132,146120.6667,2106,8318,27349,0.730835251,0.516165982,0.187167227,20.10944749,0.305369128,4,23,4,314,68,Somewhat Walkable,,,,,,451,#N/A,3047,#N/A,4648.602789,75043.05071,2826,16245,0.28846485,0.513569041,0.339745131,0.593988811,,,,,,,
Civic Center-Vista,,Sprinter,Sprinter,,Active,,11,San Diego,Vista,San Diego Association of Governments,San Diego Association of Governments,,33.1902,-117.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3297.343496,14709.11785,131858.575,1163,4744,30572,0.352708173,0.322521041,0.23185447,16.22277808,0.184563758,,,,,68,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Daly City,,BART,BART,,Active,,4,San Mateo,Daly City,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.70633321,-122.4689119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13083.18442,56541.15578,287335.33,1933,7748,56424,0.147746905,0.137032926,0.196369865,21.3486293,0.343959732,,,,,68,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
San Marcos Civic Center,,Sprinter,Sprinter,,Active,,11,San Diego,San Marcos,San Diego Association of Governments,San Diego Association of Governments,,33.1422,-117.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6459.366872,17924.50279,88496.48667,7936,14467,43606,1.228603384,0.807107465,0.492742725,19.4807547,0.291946309,,,,,68,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Farmdale Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.023981,-118.346095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9714.575181,46384.69379,362641.0223,1936,7398,125413,0.199288179,0.159492268,0.345832358,50.38974785,0.884228188,,,,,67,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Milpitas,,BART,BART,,Active,,4,Santa Clara,Milpitas,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.41028236,-121.8910941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5126.037515,22032.21106,165639.8163,3347,18125,146076,0.652940988,0.822659149,0.881889411,23.92688115,0.412751678,,,,,66,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
South Hayward,,BART,BART,,Active,,4,Alameda,Hayward,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.63435057,-122.0571973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7455.036543,25874.13774,153294.0801,1015,2563,55584,0.136149567,0.099056441,0.362597172,31.82104028,0.604026846,,,,,66,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Wawona and 46th Avenue,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.73618,-122.50421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924.173511,23494.74803,211373.6689,845,3484,38235,0.106635727,0.14828846,0.180888188,12.92604909,0.097315436,,,,,66,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Arnele Avenue,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,El Cajon,San Diego Association of Governments,San Diego Association of Governments,"762 North Marshall Avenue, El Cajon, California United States",32.80461,-116.97558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906.002197,15547.11976,167262.7071,6598,15770,67353,2.270473163,1.01433579,0.402677926,37.22651251,0.696308725,,,,,66,Somewhat Walkable,49,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
City College (Future),,,"San Joaquins, ACE",,Planned,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.541858,-121.485339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.936574,17181.2955,157863.6917,2331,5652,162653,0.6798026,0.328962388,1.030338251,23.51583584,0.404362416,3,83,16,1510,65,Somewhat Walkable,,,,,,631,#N/A,4800,#N/A,4296.893242,87681.30203,2476,36710,0.250091342,0.55542412,0.438075018,0.225695192,,,,,,,
City College,,SacRT,SacRT,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,,38.541858,-121.485339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,14734.70273,54554.22957,357582.2297,26415,79482,320657,1.792706679,1.456935615,0.896736396,30.13645932,0.55704698,,,,,65,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
City College,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,,32.716389,-117.154167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14734.70273,54554.22957,357582.2297,26415,79482,320657,1.792706679,1.456935615,0.896736396,30.13645932,0.55704698,,,,,65,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Cropley,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40400581,-121.8830769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320.917581,23979.76703,170399.5474,2775,13555,139976,0.379050846,0.565268211,0.821457581,22.75716117,0.382550336,,,,,65,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
48th Street,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.558369,-121.448744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3960.822559,18121.32668,155393.1536,10280,19424,175741,2.595420483,1.0718862,1.130944292,23.13037801,0.390939597,,,,,64,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Fruitdale,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.31048176,-121.9180169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9673.387997,35531.67008,255209.4606,1975,11069,161187,0.204168384,0.311524901,0.631587088,22.46679471,0.372483221,,,,,64,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Tasman,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40866852,-121.944463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.671622,27009.46721,88415.69556,17549,24788,214737,1.994052358,0.917752276,2.42872036,25.53601571,0.451342282,,,,,64,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Rio Vista,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"2020 Qualcomm Way San Diego, CA 92108",32.773611,-117.141111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4725.156128,18487.30608,230317.0074,6029,24108,149690,1.275936675,1.304029906,0.649930293,15.29040936,0.156040268,,,,,64,Somewhat Walkable,59,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Santee Town Center,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,Santee,San Diego Association of Governments,San Diego Association of Governments,"235 Town Center Parkway, Santee, California",32.84231,-116.98073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.593028,14640.12932,102444.2436,2846,10071,42980,0.702613168,0.687903759,0.419545291,21.10968314,0.33557047,,,,,64,Somewhat Walkable,51,Bikeable,,,,,,,,,,,,,,,,,,,,,,
59th Street,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.554797,-121.435778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3192.416479,13795.81076,152859.4286,4881,18826,112569,1.528935849,1.364617152,0.736421698,23.68803431,0.407718121,,,,,63,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Blossom Hill (VTA),,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.25276704,-121.8410246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5773.112336,26029.75259,215468.5456,1533,3930,46773,0.265541342,0.150981074,0.217075768,17.90308738,0.236577181,,,,,63,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Dos Rios,,SacRT,SacRT,,Planned,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.592904,-121.480591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,727.996404,8190.60192,148698.9779,1519,17092,196172,2.086548768,2.08678192,1.319255874,56.56832571,0.947986577,,,,,63,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
South San Francisco (BART),,BART,BART,,Active,,4,San Mateo,South San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.66421054,-122.4439777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6149.055295,23405.11671,191997.91,3705,7064,80349,0.60253158,0.301814346,0.41848893,21.60289252,0.350671141,,,,,63,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Bay Fair,,BART,BART,,Active,,4,Alameda,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.6969162,-122.1264596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8734.396167,35226.44932,200808.5675,2951,7692,68570,0.337859646,0.218358652,0.341469494,31.43090775,0.595637584,,,,,62,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Baypointe,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.41053128,-121.9423169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8752.635441,22951.93967,89211.79916,5855,26473,204644,0.668941377,1.153410142,2.293911814,27.00497411,0.501677852,,,,,62,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Marin Street,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.748992,-122.387439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.088532,17282.23809,322689.2862,7617,20455,429739,5.592147517,1.183585129,1.331742386,13.98292498,0.120805369,,,,,62,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
College Boulevard,,Sprinter,Sprinter,,Active,,11,San Diego,Oceanside,San Diego Association of Governments,San Diego Association of Governments,,33.2047,-117.2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181.348255,15800.67456,143173.9366,2416,6378,36858,0.759426446,0.403653653,0.257435123,19.36935854,0.285234899,,,,,61,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Royal Oaks,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.606111,-121.447778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2869.207303,12920.3675,150499.0625,6076,20777,118860,2.11765807,1.608081195,0.789772361,46.37336901,0.82885906,,,,,61,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Coliseum,,BART,BART,,Active,,4,Alameda,Oakland,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.75368875,-122.1968592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.04274,26789.13669,235076.9974,5212,16873,80712,0.751437123,0.629844858,0.343342823,52.90216092,0.916107383,,,,,60,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Coliseum/Airport Connector,,BART,BART,,Active,,4,Alameda,Oakland,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.75230497,-122.196183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6457.139648,25364.31699,230501.1987,4808,19589,80768,0.74460214,0.77230544,0.350401648,53.74293639,0.931208054,,,,,60,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Escondido Transit Center,,Sprinter,Sprinter,,Active,,11,San Diego,Escondido,San Diego Association of Governments,San Diego Association of Governments,,33.1188,-117.0911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047.373753,18698.63491,139977.513,4882,18423,50312,1.602035193,0.985259089,0.359429161,27.34050475,0.516778523,,,,,60,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
